utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
275	BR1	Brother1	et c'est pour qui [>] ?			 	Anae/215.cha	1	clara						Anae	child	Keychild
279	BR1	Brother1	< non (.) regarde !			 	Anae/215.cha	1	clara						Anae	child	Keychild
283	BR1	Brother1	< non .			 	Anae/215.cha	1	clara						Anae	child	Keychild
295	BR1	Brother1	< t(u) es sûre ?	%act BR1 regarde la carte de CHI		%act BR1 regarde la carte de CHI 	Anae/215.cha	1	clara						Anae	child	Keychild
332	BR1	Brother1	oh moi je sais .			 	Anae/215.cha	1	clara						Anae	child	Keychild
334	BR1	Brother1	ouais .			 	Anae/215.cha	1	clara						Anae	child	Keychild
341	BR1	Brother1	< tu sais comme au ski .			 	Anae/215.cha	1	clara						Anae	child	Keychild
352	BR1	Brother1	allez à mon tour de piocher (.) Anaé ?			 	Anae/215.cha	1	clara						Anae	child	Keychild
356	BR1	Brother1	< c'est pour qui ça ?	%act BR1 tend une carte à CHI		%act BR1 tend une carte à CHI 	Anae/215.cha	1	clara						Anae	child	Keychild
358	BR1	Brother1	non (.) je crois pas .			 	Anae/215.cha	1	clara						Anae	child	Keychild
359	BR1	Brother1	il a quoi sur ses bras ?	%sit CHI laisse tomber sa carte et se baisse pour la ramasser		%sit CHI laisse tomber sa carte et se baisse pour la ramasser 	Anae/215.cha	1	clara						Anae	child	Keychild
360	BR1	Brother1	il a comme toi .			 	Anae/215.cha	1	clara						Anae	child	Keychild
361	BR1	Brother1	il a des ...	%sit CHI ramasse la carte et s'approche de la planche de MOT		%sit CHI ramasse la carte et s'approche de la planche de MOT 	Anae/215.cha	1	clara						Anae	child	Keychild
363	BR1	Brother1	il a des brassards .			 	Anae/215.cha	1	clara						Anae	child	Keychild
541	BR1	Brother1	< quand t(u) as fait du poney .			 	Anae/215.cha	1	clara						Anae	child	Keychild
571	BR1	Brother1	< c'est [/] c'est beau ce qu'i(ls) font hein ?			 	Anae/215.cha	1	clara						Anae	child	Keychild
573	BR1	Brother1	c'est le même que l'année dernière .			 	Anae/215.cha	1	clara						Anae	child	Keychild
628	BR1	Brother1	elles dansaient .			 	Anae/215.cha	1	clara						Anae	child	Keychild
669	BRO	Brother	< quoi ?	com BRO répond de loin		com BRO répond de loin 	Anae/215.cha	1	clara						Anae	child	Keychild
673	BRO	Brother	< quoi ?			 	Anae/215.cha	1	clara						Anae	child	Keychild
