utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
3134	BRO	Brother	xxx [=! chuchote] c'est en d(e)ssous !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3135	BRO	Brother	Anaé je vois un truc en dessous !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3137	BRO	Brother	là il y a du scotch .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3140	BRO	Brother	allez ouvre !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3177	BRO	Brother	tu veux lire la momie ?			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3219	BRO	Brother	scor(pion) ..?	com BRO fournit une ébauche du mot à CHI		com BRO fournit une ébauche du mot à CHI 	Anae/2428.cha	1	clara						Anae	child	Keychild
3223	BR1	Brother1	ser(pent) ..?	com BRO fournit une ébauche du mot à CHI		com BRO fournit une ébauche du mot à CHI 	Anae/2428.cha	1	clara						Anae	child	Keychild
3241	BR1	Brother1	ouais elle aime bien !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3279	BRO	Brother	xxx des pyramides .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3285	BRO	Brother	allez fais un bisou !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3330	BRO	Brother	< regarde .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3333	BRO	Brother	elle a des ailes d' ange .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3341	BRO	Brother	un chapeau de Père Noël déjà !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3344	BRO	Brother	< xxx .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3345	BRO	Brother	pour les ailes d' ange !	%act BRO met les ailes d'ange dans le trou 		%act BRO met les ailes d'ange dans le trou  	Anae/2428.cha	1	clara						Anae	child	Keychild
3347	BRO	Brother	hop@i !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3350	BRO	Brother	< ciseaux !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3358	BRO	Brother	< attends Anaé faut déjà l'aplatir .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3417	BRO	Brother	oui .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3496	BR1	Brother1	t(u) as fait tomber de la pâte à modeler Anaé .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3515	BR1	Brother1	< mais c'est bien !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3522	BR1	Brother1	< maintenant Anaé <faut faire> [/] euh faut faire les wagons .	com problème dans l'image		com problème dans l'image 	Anae/2428.cha	1	clara						Anae	child	Keychild
3530	BR1	Brother1	< les wagons ils sont à-côté du train là ils sont en dessous .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3538	BR1	Brother1	regarde ils sont là les wagons Anaé .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3540	BR1	Brother1	ils sont ici et la locomotive elle est en haut .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3542	BRO	Brother	il y a aussi des boules en pâte à modeler .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3562	BR1	Brother1	il y en a quatre .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3594	BRO	Brother	< Anaé tu peux aussi te servir de ça .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3606	BRO	Brother	< Anaé je t'ouvre tout ?			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3610	BRO	Brother	< mais j'ouvre .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3611	BRO	Brother	mais non j'ouvre .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3638	BRO	Brother	tiens .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3642	BRO	Brother	tiens .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3654	BR1	Brother1	< euh la pâte à modeler ça se coupe pas avec une loupe !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3659	BR1	Brother1	euh dans l'autre sens Anaé .			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3685	BRO	Brother	non c'est [/] c'est dans le mauvais sens !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3687	BRO	Brother	non c'est dans le mauvais sens !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3689	BRO	Brother	dans l'autre sens !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3691	BRO	Brother	oh la !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
3724	BRO	Brother	dans la boue !			 	Anae/2428.cha	1	clara						Anae	child	Keychild
