utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
1560	MOT	mother	mais elles ont l'air !			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1567	MOT	mother	<tu montres à> [/] tu montres à Aliyah ton tracteur ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1576	MOT	mother	< fais du vent là !			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1577	MOT	mother	oh <il y a des feuilles> [/] il y a des feuilles partout là .	com CHI balaye des feuilles de la main 		com CHI balaye des feuilles de la main  	Anae/2216.cha	1	clara						Anae	mother	Keychild
1579	MOT	mother	c'est l'automne !			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1581	MOT	mother	t(u) as jeté le tracteur ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1583	MOT	mother	qu'est-ce que tu dis ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1585	MOT	mother	réparer quoi ?	%sit CHI regarde MOT		%sit CHI regarde MOT 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1605	MOT	mother	ben@i oui !			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1606	MOT	mother	tu fais vroumvroum@o comme ça .	com reformulation		com reformulation 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1607	MOT	mother	et Anaé tu racontes à Aliyah que tu es allée à la fête ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1609	MOT	mother	tu es allée à la fête ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1611	MOT	mother	tu vas montrer quoi ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1621	MOT	mother	< tu l'emmènes dehors ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1622	MOT	mother	et attends regarde comment on fait .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1623	MOT	mother	il est où le truc que tu as gagné à la fête Anaé ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1625	MOT	mother	xxx .	com problème de son 		com problème de son  	Anae/2216.cha	1	clara						Anae	mother	Keychild
1626	MOT	mother	xxx .	%act MOT cherche quelque chose parmi les jouets		%act MOT cherche quelque chose parmi les jouets 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1627	MOT	mother	emmène ta valise dehors .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1629	MOT	mother	<tu vas> [<] [/] tu vas raconter à Aliyah tout ce-que tu as fait à la fête .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1630	MOT	mother	avec qui tu étais .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1633	MOT	mother	t(u) étais avec qui à la fête ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1638	MOT	mother	Léo et Popy sur le ...			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1639	MOT	mother	pot			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1640	MOT	mother	tu te souviens ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1641	MOT	mother	Léo emporte partout son pot avec lui .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1642	MOT	mother	et partout aussi il emmène son ...			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1644	MOT	mother	son doudou qui s'appelle comment ..?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1645	MOT	mother	popy			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1647	MOT	mother	<pour faire pipi où Léo et Popy vont ils s'installer> [=! lit] ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1648	MOT	mother	<dans la cuisine puisque maman y est> [=! lit] .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1649	MOT	mother	<maman a fini de ranger elle s'en va mais qui la suit> [=! lit] ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1650	MOT	mother	<c'est Léo avec son petit pot et Popy pardi> [=! lit] .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1651	MOT	mother	et qu'est-ce qu'il fait là xxx ?	com la fin d'énoncé est inintelligible à cause d'un problème de son		com la fin d'énoncé est inintelligible à cause d'un problème de son 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1655	MOT	mother	< xxx regarde .	com problème de son la fin de l'énoncé produit par MOT est seulement intelligible		com problème de son la fin de l'énoncé produit par MOT est seulement intelligible 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1656	MOT	mother	xxx .	com problème de son		com problème de son 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1657	MOT	mother	xxx doudou i(ls) font pipi dans le pot ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1658	MOT	mother	oui?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1659	MOT	mother	c'est fini !			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1660	MOT	mother	allez toi maintenant tu lis Petit Ours Brun ...			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1661	MOT	mother	se couche			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1662	MOT	mother	tu lis Petit Ours Brun se couche ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1665	MOT	mother	tous les deux .	com MOT répète ce que dit CHI		com MOT répète ce que dit CHI 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1666	MOT	mother	d'accord .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1667	MOT	mother	on raconte une page chacune ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1668	MOT	mother	<Petit Ours Brun n' a pas sommeil il voudrait bien une histoire> [=! lit] .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1669	MOT	mother	à toi .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1671	MOT	mother	hein ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1673	MOT	mother	il veut pas sa poupée ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1675	MOT	mother	< pourquoi ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1676	MOT	mother	pourquoi ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1678	MOT	mother	il va avec son doudou .	ximi MOT répète l'énoncé de CHI		ximi MOT répète l'énoncé de CHI 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1679	MOT	mother	ben@i oui .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1680	MOT	mother	comme qui ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1681	MOT	mother	qui est-ce qui a un doudou comme ça ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1683	MOT	mother	hum [=! hoche la tête] [=! sourit] .	com approbation de MOT		com approbation de MOT 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1684	MOT	mother	et Timothée aussi .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1687	MOT	mother	comment on demande ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1689	MOT	mother	tiens .	%act MOT donne la chouquette à CHI		%act MOT donne la chouquette à CHI 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1690	MOT	mother	qu'est-ce qu'on dit ..?	%sit CHI met ses mains sous celles de MOT pour avoir la chouquette		%sit CHI met ses mains sous celles de MOT pour avoir la chouquette 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1691	MOT	mother	qu'est-ce qu'on dit ..?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1692	MOT	mother	oh oh .	exp MOT attire l'attention de CHI		exp MOT attire l'attention de CHI 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1694	MOT	mother	merci	%act retend la chouquette à CHI 		%act retend la chouquette à CHI  	Anae/2216.cha	1	clara						Anae	mother	Keychild
1695	MOT	mother	non elle te plaît pas celle-ci ?	%act MOT met la chouquette en face de CHI		%act MOT met la chouquette en face de CHI 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1696	MOT	mother	alors qu'est-ce qu'il fait Petit Ours Brun là ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1697	MOT	mother	regarde qu'est-ce qu'il a mis son papa .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1698	MOT	mother	qu'est-ce qu'il a mis son papa pour lire l'histoire ?	%xpnt show l'image avec l'index		%xpnt show l'image avec l'index 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1700	MOT	mother	qu'est-ce qu'il a mis sur ses yeux son papa ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1702	MOT	mother	regarde .	%xpnt show sur le livre de l'index		%xpnt show sur le livre de l'index 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1704	MOT	mother	< qu'est-ce +...			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1706	MOT	mother	qu'est-ce qu'il a mis son papa sur ses yeux ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1708	MOT	mother	ben@i oui !			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1709	MOT	mother	c'est pour quoi faire les lunettes ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1711	MOT	mother	pour faire quoi ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1713	MOT	mother	pour faire marcher ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1715	MOT	mother	pour faire marcher quoi ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1717	MOT	mother	peut-être quoi [=! rit] ?	exp MOT rit car CHI fait semblant de manger la chouquette sur la table sans les mains		exp MOT rit car CHI fait semblant de manger la chouquette sur la table sans les mains 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1719	MOT	mother	tu sais pas ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1721	MOT	mother	< c'est pour bien voir quand on lit .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1722	MOT	mother	qui est-ce que tu connais qui met des lunettes ?			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
1724	MOT	mother	pas tirer là-dessus .			 	Anae/2216.cha	1	clara						Anae	mother	Keychild
