utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
8670	BRO	Brother	< <du ukulélé> [/] <du ukulélé> [=! chuchote] .			 	Anae/284.cha	1	clara						Anae	child	Keychild
8672	BRO	Brother	<du ukulélé> [=! chuchote] .			 	Anae/284.cha	1	clara						Anae	child	Keychild
8673	BRO	Brother	<du ukulélé> [=! chuchote] .			 	Anae/284.cha	1	clara						Anae	child	Keychild
8789	BRO	Brother	xxx le loup .			 	Anae/284.cha	1	clara						Anae	child	Keychild
8790	BRO	Brother	un indice Anaé ?			 	Anae/284.cha	1	clara						Anae	child	Keychild
9016	BRO	Brother	< c'est ton parrain .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9064	BRO	Brother	miam .	%act BRO se penche vers CHI		%act BRO se penche vers CHI 	Anae/284.cha	1	clara						Anae	child	Keychild
9226	BRO	Brother	bébé [=! chuchote] .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9249	BRO	Brother	< hop .	%act BRO pose un livre sur les genoux de CHI@G lecture de livres		%act BRO pose un livre sur les genoux de CHI@G lecture de livres 	Anae/284.cha	1	clara						Anae	child	Keychild
9286	BRO	Brother	le poussin .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9380	BRO	Brother	< il est rentré .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9381	BRO	Brother	il est sorti du [//] de son livre il est rentré dans le sien .	%xpnt show le livre de l'index		%xpnt show le livre de l'index 	Anae/284.cha	1	clara						Anae	child	Keychild
9384	BRO	Brother	< oh !			 	Anae/284.cha	1	clara						Anae	child	Keychild
9417	BRO	Brother	< ben@i c'est toi .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9418	BRO	Brother	c'est toi Anaé qui as dessiné sur la coccinelle c'est pas bien .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9419	BR1	Brother1	< sauf que là ils sont bébé .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9427	BRO	Brother	< c'est toi .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9429	BRO	Brother	je crois que c'est pas moi .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9437	BRO	Brother	< <c'est toi> [=! crie] .	%xpnt show CHI de l'index avec cont%act sur la joue bras tendu		%xpnt show CHI de l'index avec cont%act sur la joue bras tendu 	Anae/284.cha	1	clara						Anae	child	Keychild
9440	BRO	Brother	<c'est toi> [=! crie] .	%xpnt show CHI de l'index bras tendu		%xpnt show CHI de l'index bras tendu 	Anae/284.cha	1	clara						Anae	child	Keychild
9479	BRO	Brother	c'est Lou bébé pou .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9487	BRO	Brother	ou sinon sur le pot .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9540	BRO	Brother	< boh .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9541	BRO	Brother	oh regarde les grands pieds qu'il a .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9558	BRO	Brother	si .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9560	BRO	Brother	< de la peinture et de la pâte [/] pâte à modeler et des gommettes .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9760	BRO	Brother	< xxx savane .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9762	BRO	Brother	girafe xxx lion xxx .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9767	BRO	Brother	c'est ..?			 	Anae/284.cha	1	clara						Anae	child	Keychild
9769	BRO	Brother	‹Ga(rfiel) [=! chuchote]› ...	com BRO fournit l'ébauche du mot Garfield à CHI		com BRO fournit l'ébauche du mot Garfield à CHI 	Anae/284.cha	1	clara						Anae	child	Keychild
9791	BRO	Brother	l'âge ...			 	Anae/284.cha	1	clara						Anae	child	Keychild
9812	BRO	Brother	animal comme la girafe .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9908	BRO	Brother	< dans l'âge de glace deux hein .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9918	BRO	Brother	pas un bébé mammouth euh .			 	Anae/284.cha	1	clara						Anae	child	Keychild
9926	BRO	Brother	<un lion> [=! chuchote] .			 	Anae/284.cha	1	clara						Anae	child	Keychild
10160	BRO	Brother	le ptérodactyle .			 	Anae/284.cha	1	clara						Anae	child	Keychild
