annotation1	utterance_id	session_id	speaker_id	uniquespeaker_id_fk	speaker_name	speaker_age	speaker_gender	speaker_role_raw_OLD	speaker_role_raw	speaker_macrorole	sentence_type	english_translation	annotation1_OLD	annotatorName1	commentsAnnotation1	annotation2_OLD	annotation2	annotatorName2	commentsAnnotation2	Diff_annotations	utterance	language	utterance_morphemes	utterance_gloses_raw	utterance_raw	utterance_id.1	utterance_poses_raw	start	end	start_raw	end_raw	corpus	speaker_label	languages_spoken	utterance_id_source	birthdate	speaker_age_in_days	speaker_addressee	speaker_role_OLD	speaker_id.1	MinuteofUtterance	TotalRecordingTime	session_CHILDES	keychild	session	speaker	role_adressee	register
1	17839	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What are you lighting ?	1	emilie							ukhantSang	Sesotho	u-khan-tS-a-ng	sm2s-t^p_shine-c-m^in-wh	ukhantSang	2673548	pfx-v-sfx-sfx-sfx	41.334	42.991	41.334	42.991	Sesotho	MHL	sme	u1	NA	NA	NA	Mother	16636	0	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17844	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What ?	1	emilie							e	Sesotho	e	wh	e	2673553	wh	51.4	52.7	51.4	52.7	Sesotho	MHL	sme	u6	NA	NA	NA	Mother	16636	0	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17845	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What is she doing ?	1	emilie							oetsa jwang	Sesotho	o-ets-a jwang	sm1-t^p_do-m^in wh	oetsa jwang	2673554	pfx-v-sfx wh	52.7	55.776	52.7	55.776	Sesotho	MHL	sme	u7	NA	NA	NA	Mother	16636	0	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17883	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What ?	1	emilie							eng	Sesotho	eng	wh	eng	2673592	wh	363.4	364.246	363.4	364.246	Sesotho	MHL	sme	u45	NA	NA	NA	Mother	16636	6	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17885	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	Window ?	1	emilie							festere	Sesotho	festere	window(9,10)	festere	2673594	n	366.5	367.681	366.5	367.681	Sesotho	MHL	sme	u47	NA	NA	NA	Mother	16636	6	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17887	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What ?	1	emilie							eng	Sesotho	eng	wh	eng	2673596	wh	369	369.713	369	369.713	Sesotho	MHL	sme	u49	NA	NA	NA	Mother	16636	6	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17889	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	The glass that lights up ?	1	emilie							fesetere ekhantSang	Sesotho	fesetere e-khan-tS-a-ng	window(9,10) sr9-t^p_shine-c-m^pt-rl	fesetere ekhantSang	2673598	n pfx-v-sfx-sfx-sfx	376.315	379.709	376.315	379.709	Sesotho	MHL	sme	u51	NA	NA	NA	Mother	16636	6	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17903	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What ?	1	emilie							eng	Sesotho	eng	wh	eng	2673612	wh	528.2	529.186	528.2	529.186	Sesotho	MHL	sme	u65	NA	NA	NA	Mother	16636	8	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17905	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	Butcher knife or saw ?	1	emilie							selakha kapa sakha	Sesotho	se-lakha kapa sakha	7-butcher_knife(7,8) cj saw(9,10)	selakha kapa sakha	2673614	pfx-n cj n	534.7	536.908	534.7	536.908	Sesotho	MHL	sme	u67	NA	NA	NA	Mother	16636	8	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
1	17907	2446	16636	884	Mahlobohang	NA	Female	Mother	Mother	Adult	question	What is to slaughter ?	1	emilie							selakha ke eng wena	Sesotho	se-lakha ke eng wena	7-butcher_knife(7,8) cp wh 2s	selakha ke eng wena	2673616	pfx-n cop wh pn	538.397	540.838	538.397	540.838	Sesotho	MHL	sme	u69	NA	NA	NA	Mother	16636	8	17_95.07	020800cd.cha	Hlobohang	Hlobohang-020800cd.cha	mother	Keychild	CDS
