annotation1	utterance_id	session_id	speaker_id	uniquespeaker_id_fk	speaker_name	speaker_age	speaker_gender	speaker_role_raw_OLD	speaker_role_raw	speaker_macrorole	sentence_type	english_translation	annotation1_OLD	annotatorName1	commentsAnnotation1	annotation2_OLD	annotation2	annotatorName2	commentsAnnotation2	Diff_annotations	utterance	language	utterance_morphemes	utterance_gloses_raw	utterance_raw	utterance_id.1	utterance_poses_raw	start	end	start_raw	end_raw	corpus	speaker_label	languages_spoken	utterance_id_source	birthdate	speaker_age_in_days	speaker_addressee	speaker_role_OLD	speaker_id.1	MinuteofUtterance	TotalRecordingTime	session_CHILDES	keychild	session	speaker	role_adressee	register
1	66395	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Neuoe you know it is said it is so	963	clara							Neuoe untseutseba hothwe ho jwalo	Sesotho	Neuoe u-ntse-u-tseb-a ho-th-w-e ho jwalo	a_name sm2s-t^pp-sm2s-know-m^pt sm17-t^p_say-p-m^pt cp17 av	Neuoe untseutseba hothwe ho jwalo	2722104	??? pfx-pfx-pfx-v-sfx pfx-v-sfx-sfx cop av	27.433	30.425	27.433	30.425	Sesotho	CHI	sme	u6	NA	1610	NA		NA	0	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66419	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	You Neuoe you are digging	963	clara							wena Neuoe uacheka	Sesotho	wena Neuoe u-a-chek-a	2s a_name sm2s-t^p-dig-m^in	wena Neuoe uacheka	2722128	pn ??? pfx-pfx-v-sfx	122	126.158	122	126.158	Sesotho	CHI	sme	u30	NA	1610	NA		NA	2	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66420	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	It is the last one	963	clara							ke ya hoqetela	Sesotho	ke ya ho-qet-el-a	cp 9 if-finish-ap-m^in	ke ya hoqetela	2722129	cop ps pfx-v-sfx-sfx	122	126.158	122	126.158	Sesotho	CHI	sme	u31	NA	1610	NA		NA	2	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66439	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Neuoe girl the last candy was wrapped in this	963	clara							Neuoe ngwanana pompong ya hoqetela eneetsetswe ka mona	Sesotho	Neuoe ngwanana pompong ya ho-qet-el-a e-ne-e-tsets-w-e ka mona	a_name girl(1irg) candy(9 10) 9 if-finish-ap-m^in sm9-t^ne-sm9-pour/t^pf-p-m^pt pr loc	Neuoe ngwanana pompong ya hoqetela eneetsetswe ka mona	2722148	??? n n ps pfx-v-sfx-sfx pfx-pfx-pfx-v-sfx-sfx pr loc	210.096	215.715	210.096	215.715	Sesotho	CHI	sme	u50	NA	1610	NA		NA	3	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66441	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Bring my erasor Neuoe	963	clara							tlisa rabara yaka Neuoe	Sesotho	tl-is-a rabara ya-ka Neuoe	come-c-m^i eraser(9 10) 9-1s a_name	tlisa rabara yaka Neuoe	2722150	v-sfx-sfx n ps-sfx ???	225.47	229.815	225.47	229.815	Sesotho	CHI	sme	u52	NA	1610	NA		NA	3	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66445	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Bring my erasor	963	clara							tlisa rabara yaka	Sesotho	tl-is-a rabara ya-ka	come-c-m^i eraser(9 10) 9-1s	tlisa rabara yaka	2722154	v-sfx-sfx n ps-sfx	241.08	244.23	241.08	244.23	Sesotho	CHI	sme	u56	NA	1610	NA		NA	4	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66446	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Take out my candy	963	clara							ntSa pompong yaka	Sesotho	ntS-a pompong ya-ka	take_out-m^i candy(9 10) 9-1s	ntSa pompong yaka	2722155	v-sfx n ps-sfx	245.446	247.825	245.446	247.825	Sesotho	CHI	sme	u57	NA	1610	NA		NA	4	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66448	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	No bring	963	clara							ae tlisa	Sesotho	ae tl-is-a	ij come-c-m^i	ae tlisa	2722157	ij v-sfx-sfx	250.4	251.495	250.4	251.495	Sesotho	CHI	sme	u59	NA	1610	NA		NA	4	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66450	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Neuoe look at my other ball	963	clara							Neuoe bona bolo yaka engwe	Sesotho	Neuoe bon-a bolo ya-ka e-ngwe	a_name see-m^i ball(9 10) 9-1s 9-aj	Neuoe bona bolo yaka engwe	2722159	??? v-sfx n ps-sfx pfx-aj	269.233	273.51	269.233	273.51	Sesotho	CHI	sme	u61	NA	1610	NA		NA	4	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
1	66452	2533	17218	962	Tsebo	4;5.0	NA	Target_Child	Brother	Target_Child	default	Look at my tennis inside	963	clara							bona tenese yaka ka hare	Sesotho	bon-a tenese ya-ka ka hare	see-m^i tennis_ball(9 10) 9-1s pr loc	bona tenese yaka ka hare	2722161	v-sfx n ps-sfx pr loc	279.441	283.98	279.441	283.98	Sesotho	CHI	sme	u63	NA	1610	NA		NA	4	16c_95	040500ab.cha	Neuoe	Neuoe-040500ab.cha	child	Keychild	CDS
