utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
14872	MOT	mother	< tu les remets dans ton cartable parce que sinon tu vas les oublier .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14897	MOT	mother	< ah super merci regarde Anouk .	add à BR1 hors champ caméra		add à BR1 hors champ caméra 	Anae/317.cha	BR1	clara						Anae	mother	Other child
14898	MOT	mother	regarde .	%act MOT tend une petite poupée à COU		%act MOT tend une petite poupée à COU 	Anae/317.cha	COU	clara						Anae	mother	Other child
14899	MOT	mother	tu l'avais oubliée l'autre jour .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14903	MOT	mother	ouais tiens je vais t'amener ton sac comme ça tu vas pouvoir montrer à Aliyah .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14985	MOT	mother	du café ?			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14993	MOT	mother	et ça qu'est-ce que c'est Anouk ?			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14994	MOT	mother	dans ta main ?			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14996	MOT	mother	boh c'est des petits ...			 	Anae/317.cha	COU	clara						Anae	mother	Other child
14997	MOT	mother	des petits pois .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15002	MOT	mother	Anouk est-ce que /.			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15010	MOT	mother	à Marius .			 	Anae/317.cha	BR1	clara						Anae	mother	Other child
15033	MOT	mother	des petits pois .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15051	MOT	mother	Anouk est-ce que tu vas manger à la cantine à l'école ?			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15057	MOT	mother	oui mais c'est pas la même cantine Anouk .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15058	MOT	mother	vous allez pas dans la même école .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15059	MOT	mother	toi tu vas dans la même école que Alexandre .			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15062	MOT	mother	< c'est ton copain Alexandre ?			 	Anae/317.cha	COU	clara						Anae	mother	Other child
15102	MOT	mother	< tu peux aller regarder Arthur si il y a rien qui brûle dans la cuisine .			 	Anae/317.cha	BR1	clara						Anae	mother	Other child
15108	MOT	mother	non mais tu sais quand il y a des insectes qui se mettent dessus ils brûlent et ça sent pas très bon .			 	Anae/317.cha	BR1	clara						Anae	mother	Other child
