utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
5165	MOT	mother	tu te souviens ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5167	MOT	mother	est-ce que tu te souviens Anaé quand tu étais petite ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5169	MOT	mother	< oui ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5172	MOT	mother	c'était comment quand tu étais petite ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5174	MOT	mother	[=! rit] qu'est-ce que c'est tu crois ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5175	MOT	mother	est-ce que tu veux que je t'ouvre ta compote ?	%act MOT montre la compote à CHI 		%act MOT montre la compote à CHI  	Anae/2529.cha	1	clara						Anae	mother	Keychild
5176	MOT	mother	Anaé ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5178	MOT	mother	tu veux ta compote ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5180	MOT	mother	non ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5182	MOT	mother	tu vas la manger ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5183	MOT	mother	mais il faut bien l'ouvrir .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5185	MOT	mother	il faut bien l'ouvrir pour la manger non ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5187	MOT	mother	c'est toi qui l'ouvres toute seule ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5189	MOT	mother	il y a un petit bouchon !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5190	MOT	mother	et voilà !	%act ouvre la compote		%act ouvre la compote 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5191	MOT	mother	hé [/] hé [/] hé [/] hé qu'est-ce qu'on dit ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5195	MOT	mother	tu parles dans ta tête c'est nouveau ça [=! rit] !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5200	MOT	mother	rien !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5202	MOT	mother	je parle dans ma tête .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5204	MOT	mother	moi non plus j'entends pas .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5207	MOT	mother	si tu me dis merci en parlant dans ta tête moi je t'entends pas .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5210	MOT	mother	alors qu'est-ce que tu as fait ce matin ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5211	MOT	mother	au relais			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5212	MOT	mother	tu me racontes ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5214	MOT	mother	c'est vrai ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5215	MOT	mother	attends je vais répondre au téléphone .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5237	MOT	mother	alors qu'est-ce que tu as fait en pâteà+modeler ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5238	MOT	mother	qu'est-ce que tu as fait en pâteà+modeler ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5240	MOT	mother	un bonhomme et puis quoi d' autre ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5242	MOT	mother	Timothée qu'est-ce qu'il a fait en pâteà+modeler ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5244	MOT	mother	un quoi ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5246	MOT	mother	un serpent ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5247	MOT	mother	et Eva elle en a fait de la pâteà+modeler ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5249	MOT	mother	< oui ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5250	MOT	mother	qu'est-ce qu'elle a fait ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5252	MOT	mother	il y a partout quoi ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5254	MOT	mother	ah il y a partout sur ses doigts ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5256	MOT	mother	< bah oui parce qu'elle est petite Eva .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5257	MOT	mother	c'est pour ça elle sait pas faire ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5259	MOT	mother	et qu'est-ce que tu as mangé à midi ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5262	MOT	mother	< oui ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5263	MOT	mother	oh on a pas fait de bisous !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5265	MOT	mother	< hum des bisous à la compote !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5268	MOT	mother	qu'est-ce que tu as mangé chez Véro ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5271	MOT	mother	< [=! rit] attention !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5272	MOT	mother	tu me dis alors ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5274	MOT	mother	il est dedans oui je les ai mis dedans les livres .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5275	MOT	mother	qu'est-ce que tu as mangé chez Véro ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5277	MOT	mother	tu as fini ?	%act MOT montre la compote que CHI lui tend		%act MOT montre la compote que CHI lui tend 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5280	MOT	mother	bah viens !			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5284	MOT	mother	ah qu'est-ce que c'est ?			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5285	MOT	mother	tu le /.			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5288	MOT	mother	bah oui mais tu vois il y est plus .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5289	MOT	mother	la maman chat elle y est plus la page du maman chat là .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5290	MOT	mother	il y a plus rien dans les petites euh ...			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
5292	MOT	mother	hum non je crois pas .			 	Anae/2529.cha	1	clara						Anae	mother	Keychild
