utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
27778	FAT	father	www un bisou mh à plus tard Ana			%act  Ana s'asseoit sur le canapé /Anais/2621a.cha	Anais/2621a.cha	1	clara						Anais	adult	Keychild
28640	FAT	father	hum tu m'as préparé un thé				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28655	FAT	father	hum			%sit  Ana joue avec la cuisinière 2916498293498/Anais/2621acha	Anais/2621a.cha	1	clara						Anais	adult	Keychild
28657	FAT	father	fais un bisou?				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28659	FAT	father	quoi ça y est?				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28661	FAT	father	ça y est				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28666	FAT	father	tu as préparé le thé?				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28668	FAT	father	et le café?				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28669	FAT	father	et un chocolat?				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28671	FAT	father	un chocolat				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28673	FAT	father	non prépare moi un chocolat si il te plaît				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28677	FAT	father	un chocolat			%com passage non transcrit entre Mot et Fat /Anais/2621a.cha	Anais/2621a.cha	1	clara						Anais	adult	Keychild
28684	FAT	father	un peu de lait un peu de chocolat				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28686	FAT	father	et tu fais chauffer				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28690	FAT	father	et ben fais chauffer làdedans				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28691	FAT	father	fais chauffer dans le four				Anais/2621a.cha	1	clara						Anais	adult	Keychild
28693	FAT	father	mets pas de plastique hein?				Anais/2621a.cha	1	clara						Anais	adult	Keychild
