utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
34506	MOT	mother	chut				Theotime/2422a.cha	SIS	clara						Theotime	mother	Other child
34507	MOT	mother	te mets pas devant				Theotime/2422a.cha	SIS	clara						Theotime	mother	Other child
34539	MOT	mother	et ça te plairait toi de prendre ça				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34547	MOT	mother	arrête Ame tais-toi un ptit peu				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34585	MOT	mother	te mets pas juste devant s'il te plaît				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34587	MOT	mother	mets-toi là mais si tu vois bien				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34588	MOT	mother	mets-toi par là voilà xxx				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34626	MOT	mother	chut				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34652	MOT	mother	chut				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34678	MOT	mother	roh attends				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34717	MOT	mother	une orange				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34722	MOT	mother	bon allez Ame				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34723	MOT	mother	chut Ame				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34732	MOT	mother	non mais jte pose				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34733	MOT	mother	a pas de se tacher				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34735	MOT	mother	arrête Ame tu m'fatigues là				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34743	MOT	mother	oui oui oui mais oh				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34744	MOT	mother	tu fermes ta bouche comme dit la maîtresse				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34746	MOT	mother	xxx ferme ta bouche				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34756	MOT	mother	roh arrête un peu				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34781	MOT	mother	ah mais tais-toi Ame ! c'est				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34782	MOT	mother	hein tu arrêtes un peu là sinon je t'envoie dans ta chambre				Theotime/2422a.cha	SIS							Theotime	mother	Other child
34784	MOT	mother	non tu te tais un ptit peu				Theotime/2422a.cha	SIS							Theotime	mother	Other child
34789	MOT	mother	chut				Theotime/2422a.cha	SIS	clara						Theotime	mother	Other child
34804	MOT	mother	t'entende				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34808	MOT	mother	toi tu vas dans ta chambre parce que j'en ai marre hein				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34810	MOT	mother	de t'entendre à côté on va rien pouvoir faire ça va servir à rien				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
34811	MOT	mother	allez zou				Theotime/2422a.cha	SIS	c						Theotime	mother	Other child
