utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
30142	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30144	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30146	FAT	father	lâchez moi papa				Anais/296b.cha	1	clara						Anais	adult	Keychild
30149	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30150	FAT	father	non pas les pieds Ana				Anais/296b.cha	1	clara						Anais	adult	Keychild
30151	FAT	father	pas les pieds pas les pieds				Anais/296b.cha	1	clara						Anais	adult	Keychild
30152	FAT	father	Stt pas les pieds				Anais/296b.cha	1	clara						Anais	adult	Keychild
30154	FAT	father	c'est comme pour manger à table ça				Anais/296b.cha	1	clara						Anais	adult	Keychild
30155	FAT	father	on met pas les pieds sur la table				Anais/296b.cha	1	clara						Anais	adult	Keychild
30156	FAT	father	enlève tes pieds sinon je range le jeu				Anais/296b.cha	1	clara						Anais	adult	Keychild
30158	FAT	father	enlève				Anais/296b.cha	1	clara						Anais	adult	Keychild
30160	FAT	father	mm pas avec les pieds				Anais/296b.cha	1	clara						Anais	adult	Keychild
30162	FAT	father	sinon je te fais des chatouilles				Anais/296b.cha	1	clara						Anais	adult	Keychild
30163	FAT	father	tu veux des chatouilles?				Anais/296b.cha	1	clara						Anais	adult	Keychild
30165	FAT	father	oh oh				Anais/296b.cha	1	clara						Anais	adult	Keychild
30169	FAT	father	non				Anais/296b.cha	1	clara						Anais	adult	Keychild
30171	FAT	father	pas de pieds dedans pas de pieds dedans pas de pieds dedans pas de pieds dedans				Anais/296b.cha	1	clara						Anais	adult	Keychild
30173	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30178	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30180	FAT	father	bah on jette pas				Anais/296b.cha	1	clara						Anais	adult	Keychild
30181	FAT	father	tu vas me faire mal				Anais/296b.cha	1	clara						Anais	adult	Keychild
30183	FAT	father	ça y est				Anais/296b.cha	1	clara						Anais	adult	Keychild
30184	FAT	father	il a mal là le cheval				Anais/296b.cha	1	clara						Anais	adult	Keychild
30185	FAT	father	hop				Anais/296b.cha	1	clara						Anais	adult	Keychild
30186	FAT	father	non tu vas lui faire mal				Anais/296b.cha	1	clara						Anais	adult	Keychild
30187	FAT	father	non tu vas me faire mal				Anais/296b.cha	1	clara						Anais	adult	Keychild
30190	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30192	FAT	father	ça y est				Anais/296b.cha	1	clara						Anais	adult	Keychild
30193	FAT	father	je te tiens				Anais/296b.cha	1	clara						Anais	adult	Keychild
30196	FAT	father	quoi?				Anais/296b.cha	1	clara						Anais	adult	Keychild
30197	FAT	father	aïe quoi?				Anais/296b.cha	1	clara						Anais	adult	Keychild
30198	FAT	father	aïe ouille				Anais/296b.cha	1	clara						Anais	adult	Keychild
30200	FAT	father	www				Anais/296b.cha	1	clara						Anais	adult	Keychild
30202	FAT	father	non				Anais/296b.cha	1	clara						Anais	adult	Keychild
30203	FAT	father	oui tu vas me faire mal moi				Anais/296b.cha	1	clara						Anais	adult	Keychild
30204	FAT	father	ah un bisou				Anais/296b.cha	1	clara						Anais	adult	Keychild
30207	FAT	father	ah un bisou				Anais/296b.cha	1	clara						Anais	adult	Keychild
