utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
31853	MOT	mother	comment ça s'appelle ça?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31854	MOT	mother	tu sais comment ça s'appelle?			%sit  Tim essaye de prendre le micro de Mot et Mot l'en empêche /Theotime/239b.cha	Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31855	MOT	mother	ben				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31858	MOT	mother	qu'estce?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31859	MOT	mother	comment ça s'appelle?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31860	MOT	mother	estce que tu sais?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31862	MOT	mother	un cromi@c?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31864	MOT	mother	un comment alors?			%sit  Tim essaye de prendre le micro de Mot et Mot l'en empêche /Theotime/239b.cha	Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31867	MOT	mother	un cromac@c				Theotime/239b.cha	1	clara			Lara			Theotime	mother	Keychild
31868	MOT	mother	un micro				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31870	MOT	mother	un micro				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31872	MOT	mother	micrac@c				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31873	MOT	mother	www				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31874	MOT	mother	regarde				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31875	MOT	mother	tu as vu ce que tu as sur ton tee shirt toi?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31876	MOT	mother	tu as regardé ce que tu avais sur ton tee shirt?				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31879	MOT	mother	tu y touches pas ça				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31881	MOT	mother	hein voyou				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
31882	MOT	mother	non				Theotime/239b.cha	1	clara		1	Lara			Theotime	mother	Keychild
