utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
37711	MOT	mother	www				Theotime/2112a.cha	1	clara		NA	Lara		DIFFER	Theotime	mother	Keychild
37712	MOT	mother	c'est qui qui a lu ça?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37713	MOT	mother	c'est Ame?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37715	MOT	mother	oui				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37718	MOT	mother	hop là				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37720	MOT	mother	xxx pousser la porte				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37722	MOT	mother	tu arrives encore à marcher dans ta chambre?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37725	MOT	mother	oh tu lui montres				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37727	MOT	mother	mh mais dis donc elle est sale ta pelle là				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37729	MOT	mother	oui mais il aurait fallu la nettoyer avant parce que là				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37730	MOT	mother	regarde ça				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37733	MOT	mother	d'accord				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37735	MOT	mother	ben faudra qu'il fasse beau alors parce que				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37737	MOT	mother	tu la feras sécher au soleil?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37740	MOT	mother	dans les flaques d'eau tu vas la laver?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37741	MOT	mother	tu crois?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37743	MOT	mother	et tu crois qu'elle sera pas encore plus sale?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37745	MOT	mother	non?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37748	MOT	mother	mh				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37751	MOT	mother	ah non tu as vu le chat /				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37753	MOT	mother	oui oui le chat de Lau oui il +				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37755	MOT	mother	c'est comme ça qu'il a fait le chat de Lau quand il est tombé de de la fenêtre?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37757	MOT	mother	ohlàlà				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37759	MOT	mother	elle t'a raconté?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37762	MOT	mother	tu as entendu ce qui se disait?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37766	MOT	mother	la grosse?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37768	MOT	mother	pfff				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37769	MOT	mother	www				Theotime/2112a.cha	1	clara		NA	Lara		DIFFER	Theotime	mother	Keychild
37770	MOT	mother	la petite je crois que c'est pour se diriger				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37771	MOT	mother	c'est pour pouvoir tourner				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37773	MOT	mother	ah je sais pas je pense				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37774	MOT	mother	www				Theotime/2112a.cha	1	clara		NA	Lara		DIFFER	Theotime	mother	Keychild
37777	MOT	mother	il doit pas y avoir que ça pour tourner xxx				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37779	MOT	mother	fais voir?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37783	MOT	mother	ah il s'était trompé d'endroit				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37785	MOT	mother	elle est où la grande pile de bois là?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37786	MOT	mother	elle est par làbas?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37789	MOT	mother	oh				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37793	MOT	mother	pourquoi il jette son bois dans l'eau?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37794	MOT	mother	c'est pourquoi il jette les troncs dans l'eau?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37796	MOT	mother	hein?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37799	MOT	mother	c'est une bonne raison oui				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37806	MOT	mother	oh attention				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37808	MOT	mother	eh doucement les livres hein				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37809	MOT	mother	hein tu sais qu'il faut faire doucement //				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37811	MOT	mother	avec les livres				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37814	MOT	mother	oh tu es bien excité ce matin là				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37815	MOT	mother	qu'estce qui se passe?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
37817	MOT	mother	hein?				Theotime/2112a.cha	1	clara		1	Lara			Theotime	mother	Keychild
