utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
6821	MOT	mother	< oui .			 	Anae/2626.cha	BRO	clara						Anae	mother	Other child
6827	MOT	mother	non euh les garçons vous allez là-haut un p(e)tit peu .			 	Anae/2626.cha	O	clara						Anae	mother	Other child
6829	MOT	mother	alors vous faites pas de bruit .			 	Anae/2626.cha	BRO	clara						Anae	mother	Other child
6854	MOT	mother	< Ael xxx .			 	Anae/2626.cha	BRO	clara						Anae	mother	Other child
6966	MOT	mother	< Arthur ?			 	Anae/2626.cha	BR1	clara		BR1	Lara			Anae	mother	Other child
6968	MOT	mother	xxx .			 	Anae/2626.cha	BR1	clara		BR1	Lara			Anae	mother	Other child
6992	MOT	mother	allez Ael va là-haut un petit peu si il te plaît .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
6994	MOT	mother	si va préparer les jouets que tu veux emmener demain .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
6996	MOT	mother	allez .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7000	MOT	mother	très bien .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7003	MOT	mother	< oui [=! soupire] .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7021	MOT	mother	va dans ta chambre .	add à BRO		add à BRO 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7038	MOT	mother	voilà bonne idée .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7049	MOT	mother	non [/] non [/] non on n' emmène que des petites choses .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7050	MOT	mother	et la momie tu la ranges .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7051	MOT	mother	tiens ben prends ça et mets le à la poubelle Arthur si il te plaît et refais ton lacet .			 	Anae/2626.cha	BR1	clara		BRO1	Lara		DIFFER	Anae	mother	Other child
7104	MOT	mother	ça tu peux l'emmener oui .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7123	MOT	mother	Ael non va faire ça là-haut .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7125	MOT	mother	oui .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7156	MOT	mother	tu vas où Arthur ?			 	Anae/2626.cha	BR1	clara		BRO1	Lara		DIFFER	Anae	mother	Other child
7233	MOT	mother	non hé vous arrêtez tous les deux .	%act MOT aide CHI à mettre ses lunettes puis se retourne vers BRO et BR1		%act MOT aide CHI à mettre ses lunettes puis se retourne vers BRO et BR1 	Anae/2626.cha	O	clara		O	Lara			Anae	mother	Other child
7234	MOT	mother	allez hop .			 	Anae/2626.cha	O	clara		O	Lara			Anae	mother	Other child
7238	MOT	mother	quel sac ?			 	Anae/2626.cha	BR1	clara		BR1	Lara			Anae	mother	Other child
7240	MOT	mother	quel sac ?			 	Anae/2626.cha	BR1	clara		BR1	Lara			Anae	mother	Other child
7244	MOT	mother	< chut les garçons .			 	Anae/2626.cha	O	clara		O	Lara			Anae	mother	Other child
7496	MOT	mother	d'accord .	add BRO		add BRO 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7499	MOT	mother	oui d'accord .	add BRO		add BRO 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7774	MOT	mother	chut .	add à BRO		add à BRO 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7811	MOT	mother	Ael si il te plaît .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7853	MOT	mother	Ael xxx .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7903	MOT	mother	< <le singe> [=! en riant] ?			 	Anae/2626.cha	BRO	clara		1	Lara		DIFFER	Anae	mother	Other child
7917	MOT	mother	allez Ael pousse toi .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7927	MOT	mother	< Ael viens je vais te xxx .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7929	MOT	mother	quoi non ?	%act MOT assise sur le canapé s'apprête à couper les ongles de BRO assis à côté d'elle		%act MOT assise sur le canapé s'apprête à couper les ongles de BRO assis à côté d'elle 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
7931	MOT	mother	< xxx .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8018	MOT	mother	bon Ael toi tu t'occupes de tes affaires si il te plaît .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8029	MOT	mother	non mais tu vas ranger si il te plaît .	%xpnt show en direction de l'étage de l'index		%xpnt show en direction de l'étage de l'index 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8034	MOT	mother	< oh Ael tu me fatigues là .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8037	MOT	mother	< bien sûr ça s'est fait tout seul .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8060	MOT	mother	tiens tu vas remettre ça dans la sallede+bain tu sais où ça se met .	%act MOT tend les ciseaux à BRO		%act MOT tend les ciseaux à BRO 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8065	MOT	mother	mais <je vais le faire> [/] je vais le faire .	%act MOT se lève		%act MOT se lève 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8110	MOT	mother	< et Omer il est rentré ?	add probablement à BRO		add probablement à BRO 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8111	MOT	mother	il est où ?			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8113	MOT	mother	t(u) es sûr ?			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8128	MOT	mother	Ael arrête .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8130	MOT	mother	Ael arrête un petit peu si il te plaît .	%sit BRO s'est assis sur l'accoudoir du canapé		%sit BRO s'est assis sur l'accoudoir du canapé 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8176	MOT	mother	va dire à papa que le facteur il est passé et qu'y avait rien Ael .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8177	MOT	mother	Ael va dire à papa .			 	Anae/2626.cha	BRO	clara		BRO	Lara			Anae	mother	Other child
8394	MOT	mother	les garçons je vous ai xxx .			 	Anae/2626.cha	O	clara						Anae	mother	Other child
8398	MOT	mother	ouais .			 	Anae/2626.cha	BRO	clara						Anae	mother	Other child
8399	MOT	mother	et ça aussi regarde tu ramènes dans ta chambre .			 	Anae/2626.cha	BRO	clara						Anae	mother	Other child
