utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotator1_comment	annotation2	annotator_name2	annotator2_comment	Diff_annotations	keychild	speaker	role_adressee
16381	MOT	mother	viens				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16383	MOT	mother	ça tu y donnes à papa				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16394	MOT	mother	Chl elle va à l'école				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16396	MOT	mother	tu fais un bisou à papa				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16397	MOT	mother	tu te dépêches si il te plaît				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16429	MOT	mother	tu me donnes titine@c ma chérie				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16431	MOT	mother	mets là dans ton camion			%sit  la mère d' Ana parle à Ger 137515352	Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16448	MOT	mother	oui tombé oui				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16450	MOT	mother	c'est des choses qui arrivent hein				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16452	MOT	mother	aïe bobo				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16453	MOT	mother	où ça?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16455	MOT	mother	c'est pas grave ma chérie				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16458	MOT	mother	euh				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16460	MOT	mother	on va pousser la table par là				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16463	MOT	mother	plus de place				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16464	MOT	mother	c'est tombé?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16465	MOT	mother	bah remets www y dans ton camion				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16467	MOT	mother	remets dans le camion				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16469	MOT	mother	ouais				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16471	MOT	mother	oui là				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16472	MOT	mother	tu viens mettre le sac?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16477	MOT	mother	on monte pas debout sur un camion qui roule ma chérie				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16478	MOT	mother	viens me faire voir				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16479	MOT	mother	où tu as fait bobo petit coeur?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16482	MOT	mother	ah là là là là				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16483	MOT	mother	tiens				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16484	MOT	mother	prends Titine				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16485	MOT	mother	prends doudou et viens me me montrer				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16487	MOT	mother	oh mon enfant				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16488	MOT	mother	tu t'es fait bobo où?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16492	MOT	mother	c'est pas la première fois que tu montes debout sur ce camion qui roule				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16494	MOT	mother	hein				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16496	MOT	mother	ça va mieux?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16498	MOT	mother	tu as tapé ta tête?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16501	MOT	mother	tu veux de l'arnica?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16503	MOT	mother	oui				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16505	MOT	mother	attends				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16506	MOT	mother	faut que je trouve l'arnica			%sit  discussion entre la mère d' Ana et Ger Ana pleurniche 33281833856	Anais/239a.cha	1	clara		?	Lara		DIFFER	Anais	mother	Keychild
16514	MOT	mother	oui oui				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16516	MOT	mother	l'arnica				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16540	MOT	mother	ouvre le bec			
	Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16543	MOT	mother	on met le nounours			
	Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16550	MOT	mother	tu as fini de boire?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16552	MOT	mother	tu le remets dans le frigo ta bouteille?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16554	MOT	mother	qu'est ce qu'il y a?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16565	MOT	mother	qu'est ce qu'il y a?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16567	MOT	mother	ton pied?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16569	MOT	mother	qu'est ce qu'il a ce pied?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16571	MOT	mother	ça va là?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16585	MOT	mother	ça y est?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16586	MOT	mother	tu as fini ton ménage				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
16588	MOT	mother	c'est bon?				Anais/239a.cha	1	clara		1	Lara			Anais	mother	Keychild
