Anae,adult,CDS,Anae_215.cha,19,19,1.000,0.1,19,0,0,
Anae,adult,CDS,Anae_2216.cha,,,,,,,,
Anae,adult,CDS,Anae_2428.cha,,,,,,,,
Anae,adult,CDS,Anae_2529.cha,,,,,,,,
Anae,adult,CDS,Anae_2626.cha,,,,,,,,
Anae,adult,CDS,Anae_284.cha,,,,,,,,
Anae,adult,CDS,Anae_2923.cha,,,,,,,,
Anae,adult,CDS,Anae_2123.cha,7,19,2.714,0.911111111111,4,13,.285,
Anae,adult,CDS,Anae_21122.cha,,,,,,,,
Anae,adult,CDS,Anae_317.cha,4,25,6.250,0.993333333333,0,23,.250,
Anais,adult,CDS,Anais_239a.cha,,,,,,,,
Anais,adult,CDS,Anais_247a.cha,,,,,,,,
Anais,adult,CDS,Anais_247b.cha,,,,,,,,
Anais,adult,CDS,Anais_242a.cha,742,2532,3.412,0.880689928628,192,284,.269,
Anais,adult,CDS,Anais_242b.cha,662,2090,3.157,0.894759615385,219,295,.279,
Anais,adult,CDS,Anais_2511a.cha,,,,,,,,
Anais,adult,CDS,Anais_2511b.cha,,,,,,,,
Anais,adult,CDS,Anais_2523a.cha,,,,,,,,
Anais,adult,CDS,Anais_2525a.cha,,,,,,,,
Anais,adult,CDS,Anais_2621a.cha,17,62,3.647,0.809615384615,3,28,.352,
Anais,adult,CDS,Anais_28a.cha,,,,,,,,
Anais,adult,CDS,Anais_296b.cha,465,1511,3.249,0.859893404397,106,224,.303,
Theotime,adult,CDS,Theotime_2111a.cha,,,,,,,,
Theotime,adult,CDS,Theotime_239b.cha,,,,,,,,
Theotime,adult,CDS,Theotime_2324a.cha,,,,,,,,
Theotime,adult,CDS,Theotime_2324b.cha,,,,,,,,
Theotime,adult,CDS,Theotime_2422a.cha,,,,,,,,
Theotime,adult,CDS,Theotime_252a.cha,,,,,,,,
Theotime,adult,CDS,Theotime_263a.cha,,,,,,,,
Theotime,adult,CDS,Theotime_273a.cha,,,,,,,,
Theotime,adult,CDS,Theotime_2112a.cha,,,,,,,,
Anae,adult,OCDS,Anae_215.cha,,,,,,,,
Anae,adult,OCDS,Anae_2216.cha,,,,,,,,
Anae,adult,OCDS,Anae_2428.cha,4,16,4.000,0.933333333333,0,9,.750,
Anae,adult,OCDS,Anae_2529.cha,,,,,,,,
Anae,adult,OCDS,Anae_2626.cha,,,,,,,,
Anae,adult,OCDS,Anae_284.cha,,,,,,,,
Anae,adult,OCDS,Anae_2923.cha,,,,,,,,
Anae,adult,OCDS,Anae_2123.cha,,,,,,,,
Anae,adult,OCDS,Anae_21122.cha,,,,,,,,
Anae,adult,OCDS,Anae_317.cha,7,31,4.428,1.0,0,31,.428,
Anais,adult,OCDS,Anais_239a.cha,,,,,,,,
Anais,adult,OCDS,Anais_247a.cha,,,,,,,,
Anais,adult,OCDS,Anais_247b.cha,,,,,,,,
Anais,adult,OCDS,Anais_242a.cha,,,,,,,,
Anais,adult,OCDS,Anais_242b.cha,,,,,,,,
